Basin,CycloneID,Longitude,Latitude,DateTime,WindSpeed,PressureDrop,Pressure
ATLN,200604L,-71.7,21.2,2006080415,25.0,0.0,1012.0
ATLN,200604L,-72.2,21.3,2006080418,25.0,0.0,1012.0
ATLN,200604L,-72.8,21.4,2006080421,25.0,0.0,1012.0
ATLN,200604L,-76.3,21.8,2006080512,20.0,0.0,1012.0
ATLN,200604L,-76.9,22.0,2006080515,20.0,0.0,1012.0
ATLN,200604L,-77.6,22.1,2006080518,20.0,0.0,1012.0
ATLN,200604L,-78.2,22.2,2006080521,20.0,0.0,1012.0
ATLN,200604L,-81.7,23.2,2006080612,15.0,0.0,1013.0
ATLN,200605L,-21.7,11.6,2006082118,30.0,0.0,1007.0
ATLN,200605L,-24.6,13.0,2006082209,30.0,0.0,1007.0
ATLN,200605L,-25.3,13.4,2006082212,30.0,0.0,1007.0
ATLN,200605L,-26.0,13.8,2006082215,30.0,0.0,1006.0
ATLN,200605L,-26.7,14.2,2006082218,30.0,0.0,1005.0
ATLN,200605L,-30.2,16.2,2006082309,42.0,36.9,1002.0
ATLN,200605L,-31.0,16.7,2006082312,45.0,37.5,1001.0
ATLN,200605L,-31.7,17.1,2006082315,45.0,35.0,1001.0
ATLN,200605L,-32.4,17.6,2006082318,45.0,32.5,1001.0
ATLN,200605L,-36.3,19.6,2006082409,45.0,32.5,1000.0
ATLN,200605L,-37.1,20.1,2006082412,45.0,32.5,1000.0
ATLN,200605L,-37.9,20.5,2006082415,45.0,32.5,1000.0
ATLN,200605L,-38.7,20.9,2006082418,45.0,32.5,1000.0
ATLN,200605L,-39.5,21.3,2006082421,45.0,33.1,1000.0
ATLN,200605L,-42.1,23.1,2006082509,42.0,28.1,1002.0
ATLN,200605L,-42.7,23.6,2006082512,40.0,30.0,1002.0
ATLN,200605L,-43.4,24.0,2006082515,38.0,26.2,1004.0
ATLN,200605L,-44.1,24.4,2006082518,35.0,22.5,1005.0
ATLN,200605L,-44.6,24.6,2006082521,35.0,22.5,1006.0
ATLN,200605L,-46.5,25.4,2006082609,28.0,0.0,1010.0
ATLN,200605L,-46.9,25.7,2006082612,25.0,0.0,1010.0
ATLN,200605L,-47.2,26.1,2006082615,25.0,0.0,1010.0
ATLN,200605L,-47.5,26.5,2006082618,25.0,0.0,1011.0
ATLN,200605L,-49.0,28.9,2006082709,25.0,0.0,1012.0
ATLN,200605L,-49.1,29.4,2006082712,25.0,0.0,1012.0
ATLN,200605L,-49.0,30.0,2006082715,25.0,0.0,1012.0
ATLN,200605L,-48.9,30.6,2006082718,25.0,0.0,1012.0
ATLN,200605L,-48.6,31.4,2006082721,25.0,0.0,1012.0
ATLN,200606L,-61.6,12.7,2006082418,30.0,0.0,1008.0
ATLN,200606L,-65.8,13.7,2006082512,35.0,20.0,1005.0
ATLN,200606L,-66.4,13.8,2006082515,35.0,20.0,1004.0
ATLN,200606L,-67.1,14.0,2006082518,35.0,20.0,1004.0
ATLN,200606L,-67.7,14.2,2006082521,38.0,20.0,1003.0
ATLN,200606L,-70.4,15.1,2006082612,50.0,35.0,997.0
ATLN,200606L,-70.8,15.4,2006082615,52.0,42.5,997.0
ATLN,200606L,-71.2,15.7,2006082618,55.0,50.0,997.0
ATLN,200606L,-71.6,16.0,2006082621,55.0,47.5,996.0
ATLN,200606L,-73.4,17.4,2006082712,55.0,52.5,997.0
ATLN,200606L,-73.7,17.6,2006082715,50.0,48.8,1000.0
ATLN,200606L,-74.0,17.8,2006082718,45.0,45.0,1002.0
ATLN,200606L,-74.3,18.1,2006082721,42.0,37.5,1002.0
ATLN,200606L,-75.6,20.0,2006082812,35.0,41.2,1005.0
ATLN,200606L,-76.0,20.4,2006082815,35.0,46.9,1006.0
ATLN,200606L,-76.4,20.8,2006082818,35.0,52.5,1007.0
ATLN,200606L,-76.9,21.2,2006082821,35.0,46.9,1007.0
ATLN,200606L,-79.3,23.2,2006082912,40.0,28.8,1006.0
ATLN,200606L,-79.6,23.5,2006082915,40.0,38.1,1006.0
ATLN,200606L,-79.9,23.9,2006082918,40.0,47.5,1005.0
ATLN,200606L,-80.2,24.3,2006082921,40.0,48.8,1004.0
ATLN,200606L,-81.0,26.1,2006083012,35.0,30.0,1002.0
ATLN,200606L,-81.0,26.6,2006083015,35.0,20.0,1002.0
ATLN,200606L,-80.9,27.0,2006083018,35.0,10.0,1001.0
ATLN,200606L,-80.8,27.6,2006083021,35.0,11.2,1000.0
ATLN,200606L,-79.9,30.6,2006083112,55.0,41.2,995.0
ATLN,200606L,-79.6,31.2,2006083115,58.0,56.2,994.0
ATLN,200606L,-79.2,31.9,2006083118,60.0,71.2,993.0
ATLN,200606L,-78.8,32.5,2006083121,60.0,76.9,990.0
ATLN,200606L,-77.6,35.8,2006090112,30.0,0.0,991.0
ATLN,200606L,-77.4,36.2,2006090115,35.0,12.5,994.0
ATLN,200606L,-77.2,36.6,2006090118,40.0,25.0,997.0
ATLN,200606L,-77.1,36.9,2006090121,40.0,31.2,1000.0
ATLN,200606L,-76.7,38.2,2006090212,40.0,37.5,1007.0
ATLN,200606L,-76.7,38.5,2006090215,40.0,37.5,1008.0
ATLN,200606L,-76.7,38.9,2006090218,40.0,37.5,1010.0
ATLN,200606L,-76.7,39.4,2006090221,38.0,37.5,1011.0
ATLN,200606L,-77.5,43.1,2006090312,20.0,0.0,1014.0
ATLN,200606L,-77.2,43.8,2006090315,20.0,0.0,1014.0
ATLN,200606L,-77.0,44.5,2006090318,20.0,0.0,1015.0
ATLN,200606L,-76.4,45.0,2006090321,20.0,0.0,1015.0
ATLN,200607L,-39.4,14.1,2006090318,30.0,0.0,1007.0
ATLN,200607L,-41.6,15.7,2006090409,30.0,0.0,1007.0
ATLN,200607L,-42.3,16.0,2006090412,30.0,0.0,1007.0
ATLN,200607L,-42.9,16.2,2006090415,30.0,0.0,1007.0
ATLN,200607L,-43.5,16.4,2006090418,30.0,0.0,1007.0
ATLN,200607L,-44.1,16.5,2006090421,30.0,0.0,1007.0
ATLN,200607L,-46.5,16.9,2006090509,35.0,47.5,1006.0
ATLN,200607L,-46.9,17.0,2006090512,35.0,47.5,1005.0
ATLN,200607L,-47.3,17.1,2006090515,38.0,48.8,1004.0
ATLN,200607L,-47.8,17.3,2006090518,40.0,50.0,1003.0
ATLN,200607L,-50.2,18.3,2006090609,42.0,96.9,1003.0
ATLN,200607L,-50.6,18.5,2006090612,45.0,111.2,1003.0
ATLN,200607L,-51.0,18.8,2006090615,45.0,122.5,1002.0
ATLN,200607L,-51.3,19.0,2006090618,45.0,133.8,1000.0
ATLN,200607L,-53.3,19.9,2006090712,40.0,212.5,1002.0
ATLN,200607L,-53.8,20.1,2006090715,40.0,212.5,1002.0
ATLN,200607L,-54.3,20.3,2006090718,40.0,212.5,1002.0
ATLN,200607L,-55.0,20.6,2006090721,40.0,212.5,1002.0
ATLN,200607L,-58.8,21.7,2006090812,40.0,212.5,1002.0
ATLN,200607L,-59.5,21.8,2006090815,42.0,209.4,1001.0
ATLN,200607L,-60.1,21.9,2006090818,45.0,206.2,1000.0
ATLN,200607L,-60.5,22.3,2006090821,48.0,204.4,998.0
ATLN,200607L,-63.2,24.4,2006090912,50.0,197.5,992.0
ATLN,200607L,-63.6,24.8,2006090915,50.0,197.5,992.0
ATLN,200607L,-64.0,25.1,2006090918,50.0,197.5,991.0
ATLN,200607L,-64.3,25.6,2006090921,55.0,186.2,989.0
ATLN,200607L,-65.9,28.1,2006091012,75.0,168.8,978.0
ATLN,200607L,-66.0,28.7,2006091015,78.0,171.2,977.0
ATLN,200607L,-66.1,29.3,2006091018,80.0,173.8,976.0
ATLN,200607L,-66.2,29.9,2006091021,80.0,176.2,976.0
ATLN,200607L,-65.7,32.4,2006091112,75.0,172.5,974.0
ATLN,200607L,-65.3,33.0,2006091115,75.0,197.5,974.0
ATLN,200607L,-65.0,33.6,2006091118,75.0,222.5,974.0
ATLN,200607L,-64.5,34.2,2006091121,72.0,247.5,974.0
ATLN,200607L,-61.9,37.4,2006091212,65.0,315.0,976.0
ATLN,200607L,-61.0,38.0,2006091215,65.0,307.5,976.0
ATLN,200607L,-60.2,38.5,2006091218,65.0,300.0,977.0
ATLN,200607L,-55.6,45.5,2006091312,70.0,345.0,967.0
ATLN,200607L,-54.8,46.0,2006091315,70.0,345.0,965.0
ATLN,200607L,-54.0,46.4,2006091318,70.0,345.0,963.0
ATLN,200607L,-52.6,47.0,2006091321,68.0,345.0,964.0
ATLN,200607L,-46.8,48.9,2006091409,58.0,345.0,968.0
ATLN,200607L,-45.2,49.2,2006091412,55.0,345.0,970.0
ATLN,200607L,-43.9,49.5,2006091415,52.0,345.0,973.0
ATLN,200607L,-42.6,49.8,2006091418,50.0,345.0,976.0
ATLN,200607L,-33.8,49.6,2006091509,45.0,330.0,983.0
ATLN,200607L,-31.7,49.5,2006091512,45.0,330.0,984.0
ATLN,200607L,-29.6,49.6,2006091515,42.0,311.2,985.0
ATLN,200607L,-27.5,49.8,2006091518,40.0,292.5,986.0
ATLN,200608L,-53.8,20.2,2006091018,25.0,0.0,1012.0
ATLN,200608L,-54.1,20.2,2006091021,28.0,0.0,1012.0
ATLN,200608L,-56.3,20.9,2006091112,35.0,16.2,1008.0
ATLN,200608L,-56.7,21.1,2006091115,38.0,16.2,1006.0
ATLN,200608L,-57.1,21.4,2006091118,40.0,16.2,1005.0
ATLN,200608L,-57.4,21.6,2006091121,45.0,20.6,1004.0
ATLN,200608L,-58.2,22.8,2006091212,50.0,37.5,998.0
ATLN,200608L,-58.2,23.1,2006091215,52.0,39.4,996.0
ATLN,200608L,-58.2,23.4,2006091218,55.0,41.2,994.0
ATLN,200608L,-58.2,23.7,2006091221,60.0,45.0,990.0
ATLN,200608L,-57.9,25.6,2006091312,80.0,76.2,980.0
ATLN,200608L,-57.8,26.1,2006091315,88.0,80.6,972.0
ATLN,200608L,-57.7,26.5,2006091318,95.0,85.0,965.0
ATLN,200608L,-57.5,26.9,2006091321,100.0,93.8,960.0
ATLN,200608L,-56.2,29.1,2006091412,105.0,105.0,956.0
ATLN,200608L,-55.8,29.5,2006091415,105.0,105.0,957.0
ATLN,200608L,-55.4,29.8,2006091418,105.0,105.0,958.0
ATLN,200608L,-53.5,31.1,2006091512,85.0,87.5,973.0
ATLN,200608L,-53.5,31.1,2006091515,82.0,87.5,974.0
ATLN,200608L,-53.5,31.1,2006091518,80.0,87.5,976.0
ATLN,200608L,-53.5,31.1,2006091521,78.0,88.8,978.0
ATLN,200608L,-53.8,31.3,2006091612,65.0,85.0,987.0
ATLN,200608L,-53.8,31.4,2006091615,65.0,85.0,987.0
ATLN,200608L,-53.9,31.5,2006091618,65.0,85.0,987.0
ATLN,200608L,-53.8,31.7,2006091621,65.0,87.5,987.0
ATLN,200608L,-53.3,33.3,2006091712,70.0,90.0,983.0
ATLN,200608L,-53.1,33.7,2006091715,70.0,90.0,983.0
ATLN,200608L,-52.9,34.1,2006091718,70.0,90.0,983.0
ATLN,200608L,-52.5,34.5,2006091721,72.0,82.5,982.0
ATLN,200608L,-48.7,36.9,2006091812,80.0,77.5,976.0
ATLN,200608L,-47.5,37.2,2006091815,82.0,77.5,974.0
ATLN,200608L,-46.3,37.5,2006091818,85.0,77.5,972.0
ATLN,200608L,-44.8,37.8,2006091821,85.0,78.8,972.0
ATLN,200608L,-38.6,38.0,2006091909,85.0,105.6,974.0
ATLN,200608L,-37.0,38.0,2006091912,80.0,118.8,977.0
ATLN,200608L,-35.2,37.9,2006091915,78.0,118.8,978.0
ATLN,200608L,-33.5,37.8,2006091918,75.0,118.8,979.0
ATLN,200608L,-24.4,37.7,2006092009,68.0,122.5,982.0
ATLN,200608L,-22.6,37.8,2006092012,65.0,122.5,983.0
ATLN,200608L,-20.6,38.1,2006092015,65.0,122.5,983.0
ATLN,200608L,-18.5,38.5,2006092018,65.0,122.5,983.0
ATLN,200608L,-10.4,43.8,2006092106,55.0,150.0,986.0
ATLN,200608L,-9.7,46.1,2006092109,55.0,148.8,984.0
ATLN,200608L,-9.0,48.5,2006092112,55.0,147.5,982.0
ATLN,200609L,-22.0,11.9,2006091212,25.0,0.0,1007.0
ATLN,200609L,-22.6,11.9,2006091215,28.0,0.0,1007.0
ATLN,200609L,-23.2,11.9,2006091218,30.0,0.0,1007.0
ATLN,200609L,-27.1,12.1,2006091309,30.0,0.0,1007.0
ATLN,200609L,-28.0,12.2,2006091312,30.0,0.0,1007.0
ATLN,200609L,-29.0,12.3,2006091315,30.0,0.0,1006.0
ATLN,200609L,-30.0,12.5,2006091318,30.0,0.0,1006.0
ATLN,200609L,-34.7,13.4,2006091409,38.0,37.5,1004.0
ATLN,200609L,-35.6,13.6,2006091412,40.0,37.5,1003.0
ATLN,200609L,-36.3,13.8,2006091415,40.0,46.9,1003.0
ATLN,200609L,-37.0,14.0,2006091418,40.0,56.2,1003.0
ATLN,200609L,-40.2,15.2,2006091509,48.0,61.9,998.0
ATLN,200609L,-40.8,15.5,2006091512,50.0,67.5,997.0
ATLN,200609L,-41.5,15.8,2006091515,52.0,74.4,996.0
ATLN,200609L,-42.1,16.2,2006091518,55.0,81.2,995.0
ATLN,200609L,-44.8,18.0,2006091609,62.0,115.6,988.0
ATLN,200609L,-45.3,18.4,2006091612,65.0,122.5,987.0
ATLN,200609L,-45.8,18.6,2006091615,65.0,122.5,986.0
ATLN,200609L,-46.2,18.9,2006091618,65.0,122.5,986.0
ATLN,200609L,-46.7,19.1,2006091621,68.0,122.5,984.0
ATLN,200609L,-48.1,20.1,2006091709,78.0,122.5,978.0
ATLN,200609L,-48.4,20.3,2006091712,80.0,122.5,976.0
ATLN,200609L,-48.6,20.6,2006091715,85.0,122.5,973.0
ATLN,200609L,-48.8,20.8,2006091718,90.0,122.5,970.0
ATLN,200609L,-49.0,21.1,2006091721,95.0,130.0,966.0
ATLN,200609L,-49.5,22.4,2006091809,105.0,137.5,956.0
ATLN,200609L,-49.7,22.7,2006091812,105.0,137.5,958.0
ATLN,200609L,-50.0,23.1,2006091815,100.0,143.8,960.0
ATLN,200609L,-50.4,23.6,2006091818,95.0,150.0,962.0
ATLN,200609L,-52.5,24.4,2006091912,95.0,168.8,958.0
ATLN,200609L,-53.0,24.4,2006091915,92.0,168.8,957.0
ATLN,200609L,-53.5,24.4,2006091918,90.0,168.8,956.0
ATLN,200609L,-56.0,25.4,2006092012,90.0,168.8,959.0
ATLN,200609L,-56.4,25.6,2006092015,85.0,168.8,960.0
ATLN,200609L,-56.7,25.9,2006092018,80.0,168.8,960.0
ATLN,200609L,-56.9,26.4,2006092021,80.0,168.8,961.0
ATLN,200609L,-57.0,29.0,2006092112,75.0,180.0,968.0
ATLN,200609L,-57.0,29.6,2006092115,75.0,185.0,969.0
ATLN,200609L,-57.0,30.2,2006092118,75.0,190.0,970.0
ATLN,200609L,-56.8,30.8,2006092121,75.0,190.0,970.0
ATLN,200609L,-55.1,33.6,2006092212,70.0,206.2,970.0
ATLN,200609L,-54.4,34.2,2006092215,70.0,209.4,969.0
ATLN,200609L,-53.7,34.9,2006092218,70.0,212.5,968.0
ATLN,200609L,-52.7,35.3,2006092221,72.0,225.0,966.0
ATLN,200609L,-48.5,36.8,2006092309,80.0,262.5,962.0
ATLN,200609L,-47.5,37.1,2006092312,80.0,262.5,962.0
ATLN,200609L,-46.5,37.4,2006092315,78.0,262.5,962.0
ATLN,200609L,-45.4,37.7,2006092318,75.0,262.5,963.0
ATLN,200609L,-44.3,38.2,2006092321,72.0,275.0,964.0
ATLN,200609L,-39.5,40.0,2006092409,65.0,309.4,964.0
ATLN,200609L,-38.2,40.6,2006092412,65.0,318.8,964.0
ATLN,200609L,-37.0,41.3,2006092415,65.0,318.8,964.0
ATLN,200609L,-35.9,42.0,2006092418,65.0,318.8,964.0
ATLN,200609L,-32.5,44.4,2006092509,62.0,284.4,967.0
ATLN,200609L,-31.7,44.7,2006092512,60.0,275.0,968.0
ATLN,200609L,-30.8,44.8,2006092515,58.0,271.9,970.0
ATLN,200609L,-23.9,45.8,2006092609,50.0,223.8,982.0
ATLN,200609L,-22.7,46.0,2006092612,50.0,210.0,984.0
ATLN,200609L,-21.4,46.6,2006092615,48.0,200.0,985.0
ATLN,200610L,-52.6,26.1,2006092718,30.0,0.0,1012.0
ATLN,200610L,-54.5,28.3,2006092815,40.0,52.5,1006.0
ATLN,200610L,-54.6,28.6,2006092818,40.0,61.2,1006.0
ATLN,200610L,-54.8,28.8,2006092821,40.0,73.1,1006.0
ATLN,200610L,-55.8,29.2,2006092912,45.0,86.2,1003.0
ATLN,200610L,-56.8,29.6,2006092921,55.0,86.2,998.0
ATLN,200610L,-58.9,31.0,2006093015,68.0,87.5,990.0
ATLN,200610L,-60.3,33.8,2006100112,70.0,105.0,986.0
ATLN,200610L,-60.3,34.5,2006100115,70.0,105.0,986.0
ATLN,200610L,-60.3,35.2,2006100118,70.0,105.0,987.0
ATLN,200610L,-60.0,36.2,2006100121,68.0,111.9,988.0
ATLN,200610L,-56.2,42.5,2006100212,60.0,143.8,990.0
ATLN,200610L,-55.0,44.0,2006100215,58.0,140.6,992.0
ATLN,200610L,-53.7,45.5,2006100218,55.0,137.5,995.0
ATLN,200610L,-52.4,46.5,2006100221,55.0,131.2,996.0
ATLN,200610L,-47.0,49.5,2006100312,35.0,57.5,1000.0
ATLN,200701L,-74.0,35.5,2007050612,35.0,30.0,1012.0
ATLN,200701L,-73.5,35.2,2007050615,38.0,67.5,1010.0
ATLN,200701L,-73.0,35.0,2007050618,40.0,105.0,1009.0
ATLN,200701L,-72.3,34.6,2007050621,45.0,175.0,1007.0
ATLN,200701L,-73.1,32.3,2007050712,65.0,260.0,998.0
ATLN,200701L,-73.5,31.9,2007050715,65.0,268.8,998.0
ATLN,200701L,-74.0,31.5,2007050718,65.0,277.5,998.0
ATLN,200701L,-74.5,31.2,2007050721,60.0,271.2,999.0
ATLN,200701L,-77.2,30.4,2007050812,50.0,192.5,1001.0
ATLN,200701L,-77.6,30.4,2007050815,50.0,163.8,1001.0
ATLN,200701L,-77.9,30.4,2007050818,50.0,135.0,1001.0
ATLN,200701L,-79.2,30.9,2007050912,45.0,92.5,1003.0
ATLN,200701L,-79.4,30.9,2007050915,42.0,71.2,1003.0
ATLN,200701L,-79.6,30.9,2007050918,40.0,50.0,1003.0
ATLN,200701L,-79.7,30.8,2007050921,40.0,47.5,1003.0
ATLN,200701L,-79.8,30.7,2007051000,40.0,45.0,1003.0
ATLN,200701L,-79.9,30.1,2007051012,30.0,0.0,1003.0
ATLN,200701L,-79.8,29.9,2007051015,30.0,0.0,1003.0
ATLN,200701L,-79.8,29.7,2007051018,30.0,0.0,1003.0
ATLN,200701L,-79.8,29.5,2007051021,30.0,0.0,1004.0
ATLN,200701L,-79.7,28.8,2007051112,25.0,0.0,1005.0
ATLN,200701L,-79.6,28.6,2007051115,25.0,0.0,1005.0
ATLN,200701L,-79.5,28.5,2007051118,25.0,0.0,1005.0
ATLN,200701L,-79.3,28.5,2007051121,25.0,0.0,1006.0
ATLN,200701L,-78.5,29.1,2007051212,25.0,0.0,1006.0
ATLN,200701L,-78.2,29.2,2007051215,25.0,0.0,1006.0
ATLN,200701L,-78.0,29.4,2007051218,25.0,0.0,1006.0
ATLN,200701L,-77.6,29.5,2007051221,25.0,0.0,1006.0
ATLN,200701L,-74.2,30.8,2007051312,25.0,0.0,1007.0
ATLN,200701L,-73.1,31.1,2007051315,25.0,0.0,1007.0
ATLN,200701L,-71.9,31.4,2007051318,25.0,0.0,1007.0
ATLN,200701L,-70.7,31.6,2007051321,25.0,0.0,1007.0
ATLN,200702L,-87.0,18.1,2007053100,25.0,0.0,1008.0
ATLN,200702L,-86.8,19.1,2007053112,25.0,0.0,1006.0
ATLN,200702L,-86.7,19.4,2007053115,25.0,0.0,1006.0
ATLN,200702L,-86.6,19.6,2007053118,25.0,0.0,1005.0
ATLN,200702L,-86.3,19.9,2007053121,25.0,0.0,1005.0
ATLN,200702L,-86.0,20.1,2007060100,25.0,0.0,1005.0
ATLN,200702L,-85.8,22.3,2007060112,30.0,0.0,1004.0
ATLN,200702L,-85.8,23.0,2007060115,35.0,22.5,1002.0
ATLN,200702L,-85.7,23.6,2007060118,40.0,45.0,1000.0
ATLN,200702L,-85.5,24.0,2007060121,45.0,47.5,998.0
ATLN,200702L,-85.2,24.3,2007060200,50.0,50.0,997.0
ATLN,200702L,-83.2,27.0,2007060212,40.0,57.5,1000.0
ATLN,200702L,-82.7,28.4,2007060215,35.0,28.8,1000.0
ATLN,200702L,-82.1,29.7,2007060218,30.0,0.0,1001.0
ATLN,200702L,-81.8,30.5,2007060221,32.0,15.0,999.0
ATLN,200702L,-81.4,31.4,2007060300,35.0,30.0,997.0
ATLN,200702L,-80.0,32.8,2007060312,40.0,100.0,994.0
ATLN,200702L,-79.2,33.2,2007060315,40.0,106.2,994.0
ATLN,200702L,-78.4,33.7,2007060318,40.0,112.5,994.0
ATLN,200702L,-77.2,34.5,2007060321,40.0,112.5,993.0
ATLN,200702L,-76.0,35.3,2007060400,40.0,112.5,992.0
ATLN,200702L,-73.2,39.0,2007060412,40.0,112.5,990.0
ATLN,200702L,-72.7,39.9,2007060415,38.0,112.5,990.0
ATLN,200702L,-72.1,40.7,2007060418,35.0,112.5,991.0
ATLN,200702L,-71.4,41.5,2007060421,35.0,112.5,992.0
ATLN,200702L,-70.8,42.4,2007060500,35.0,112.5,992.0
ATLN,200702L,-69.0,46.0,2007060509,30.0,0.0,992.0
ATLN,200702L,-68.5,47.5,2007060512,30.0,0.0,992.0
ATLN,200703L,-64.2,39.1,2007073112,45.0,82.5,999.0
ATLN,200703L,-63.2,39.9,2007073115,45.0,85.6,999.0
ATLN,200703L,-62.3,40.7,2007073118,45.0,88.8,999.0
ATLN,200703L,-61.1,41.6,2007073121,45.0,92.5,996.0
ATLN,200703L,-56.0,45.0,2007080109,50.0,96.2,991.0
ATLN,200703L,-54.5,46.0,2007080112,55.0,96.2,990.0
ATLN,200703L,-52.0,47.5,2007080115,58.0,115.0,989.0
ATLN,200703L,-49.5,49.0,2007080118,60.0,133.8,988.0
ATLN,200704L,-29.8,12.1,2007081309,30.0,0.0,1006.0
ATLN,200704L,-30.7,12.1,2007081312,30.0,0.0,1005.0
ATLN,200704L,-31.5,12.1,2007081315,30.0,0.0,1005.0
ATLN,200704L,-32.4,12.0,2007081318,30.0,0.0,1005.0
ATLN,200704L,-37.4,11.8,2007081409,32.0,7.5,1004.0
ATLN,200704L,-38.3,11.8,2007081412,35.0,15.0,1004.0
ATLN,200704L,-39.2,11.8,2007081415,38.0,22.5,1003.0
ATLN,200704L,-40.1,11.8,2007081418,40.0,30.0,1002.0
ATLN,200704L,-40.9,11.9,2007081421,45.0,35.6,1000.0
ATLN,200704L,-44.2,12.2,2007081509,50.0,41.2,997.0
ATLN,200704L,-45.1,12.3,2007081512,50.0,41.2,997.0
ATLN,200704L,-46.0,12.6,2007081515,52.0,43.1,996.0
ATLN,200704L,-47.0,12.8,2007081518,55.0,45.0,994.0
ATLN,200704L,-48.1,12.9,2007081521,58.0,45.0,992.0
ATLN,200704L,-53.3,13.5,2007081612,80.0,70.0,972.0
ATLN,200704L,-54.4,13.7,2007081615,80.0,79.4,972.0
ATLN,200704L,-55.5,13.8,2007081618,80.0,88.8,972.0
ATLN,200704L,-56.6,13.9,2007081621,80.0,88.8,974.0
ATLN,200704L,-61.7,14.4,2007081712,90.0,107.5,967.0
ATLN,200704L,-62.6,14.6,2007081715,100.0,117.5,964.0
ATLN,200704L,-63.5,14.8,2007081718,110.0,127.5,961.0
ATLN,200704L,-68.0,15.4,2007081812,145.0,150.0,923.0
ATLN,200704L,-68.8,15.7,2007081815,138.0,147.5,926.0
ATLN,200704L,-69.5,15.9,2007081818,130.0,145.0,930.0
ATLN,200704L,-70.2,16.0,2007081821,125.0,141.2,925.0
ATLN,200704L,-74.3,16.8,2007081912,125.0,145.0,923.0
ATLN,200704L,-75.2,17.0,2007081915,125.0,138.1,926.0
ATLN,200704L,-76.0,17.1,2007081918,125.0,131.2,930.0
ATLN,200704L,-76.9,17.3,2007081921,125.0,131.2,928.0
ATLN,200704L,-81.5,17.8,2007082012,130.0,126.2,926.0
ATLN,200704L,-82.4,17.9,2007082015,132.0,126.2,925.0
ATLN,200704L,-83.3,18.0,2007082018,135.0,126.2,924.0
ATLN,200704L,-85.1,18.2,2007082100,145.0,128.8,914.0
ATLN,200704L,-88.7,18.9,2007082112,110.0,146.2,935.0
ATLN,200704L,-89.6,19.0,2007082115,92.0,132.5,948.0
ATLN,200704L,-90.5,19.2,2007082118,75.0,118.8,960.0
ATLN,200704L,-91.3,19.4,2007082121,70.0,118.1,970.0
ATLN,200704L,-92.2,19.7,2007082200,65.0,117.5,979.0
ATLN,200704L,-96.4,20.5,2007082215,78.0,129.4,975.0
ATLN,200704L,-97.3,20.5,2007082218,75.0,116.2,974.0
ATLN,200704L,-98.2,20.5,2007082221,52.0,58.1,986.0
ATLN,200704L,-99.0,20.5,2007082300,30.0,0.0,998.0
ATLN,200705L,-90.7,23.7,2007081500,25.0,0.0,1006.0
ATLN,200705L,-92.9,25.2,2007081512,30.0,0.0,1005.0
ATLN,200705L,-93.5,25.5,2007081515,32.0,7.5,1004.0
ATLN,200705L,-94.0,25.8,2007081518,35.0,15.0,1004.0
ATLN,200705L,-94.6,26.1,2007081521,35.0,16.9,1004.0
ATLN,200705L,-95.2,26.3,2007081600,35.0,18.8,1003.0
ATLN,200705L,-97.4,28.5,2007081615,28.0,0.0,1006.0
ATLN,200705L,-97.8,28.8,2007081618,25.0,0.0,1006.0
ATLN,200705L,-98.2,29.1,2007081621,25.0,0.0,1006.0
ATLN,200705L,-98.6,29.4,2007081700,25.0,0.0,1006.0
ATLN,200705L,-101.0,30.8,2007081715,20.0,0.0,1008.0
ATLN,200705L,-101.4,31.1,2007081718,20.0,0.0,1008.0
ATLN,200705L,-101.8,31.8,2007081800,20.0,0.0,1008.0
ATLN,200705L,-101.2,33.6,2007081815,20.0,0.0,1008.0
ATLN,200705L,-101.0,34.0,2007081818,20.0,0.0,1007.0
ATLN,200705L,-100.1,34.8,2007081900,25.0,0.0,1004.0
ATLN,200705L,-97.1,35.8,2007081915,28.0,1.2,1004.0
ATLN,200705L,-96.5,35.9,2007081918,20.0,0.0,1007.0
ATLN,200706L,-56.6,11.5,2007083112,25.0,0.0,1009.0
ATLN,200706L,-57.3,11.5,2007083115,28.0,0.0,1008.0
ATLN,200706L,-58.0,11.5,2007083118,30.0,0.0,1008.0
ATLN,200706L,-58.7,11.8,2007083121,32.0,3.8,1008.0
ATLN,200706L,-62.8,12.2,2007090112,50.0,30.0,1001.0
ATLN,200706L,-63.6,12.3,2007090115,55.0,48.8,1000.0
ATLN,200706L,-64.5,12.4,2007090118,60.0,67.5,999.0
ATLN,200706L,-65.3,12.5,2007090121,62.0,67.5,996.0
ATLN,200706L,-69.4,13.0,2007090212,90.0,76.2,980.0
ATLN,200706L,-70.2,13.2,2007090215,102.0,77.5,971.0
ATLN,200706L,-71.1,13.4,2007090218,115.0,78.8,962.0
ATLN,200706L,-72.0,13.6,2007090221,132.0,78.8,948.0
ATLN,200706L,-76.9,14.2,2007090312,140.0,70.0,937.0
ATLN,200706L,-77.8,14.2,2007090315,128.0,70.0,944.0
ATLN,200706L,-78.7,14.3,2007090318,115.0,70.0,951.0
ATLN,200706L,-79.6,14.4,2007090321,115.0,68.1,950.0
ATLN,200706L,-83.8,14.3,2007090415,112.0,63.8,948.0
ATLN,200706L,-84.4,14.3,2007090418,85.0,55.0,962.0
ATLN,200706L,-84.9,14.4,2007090421,68.0,43.8,972.0
ATLN,200706L,-87.3,15.5,2007090512,20.0,0.0,1006.0
